x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
842.042,442.505,973.029,555.011,1019.769,555.285,962.394,713.361,954.949,516.135,1085.761,580.300,870.040,610.942,1054.094,481.384,852.532,506.351,922.215,445.679
840.701,443.636,972.006,557.092,1020.316,554.925,961.341,713.796,955.233,515.594,1085.269,580.784,869.488,609.600,1053.715,480.577,853.009,504.980,922.685,445.009
837.957,446.433,972.191,557.270,1020.885,553.974,961.503,711.969,955.183,516.229,1083.214,582.711,871.312,612.488,1053.784,480.867,853.564,503.875,922.727,444.989
836.652,447.837,972.068,558.131,1021.253,553.697,957.642,717.050,955.483,515.296,1082.208,583.901,871.398,612.124,1053.892,480.409,853.952,504.053,922.774,445.675
834.450,450.014,971.962,559.036,1022.315,552.373,960.125,713.068,955.465,515.123,1081.015,585.076,870.960,611.097,1053.787,478.757,854.948,500.843,923.271,445.132
832.138,452.272,971.535,559.887,1022.245,552.330,958.838,714.308,955.626,514.381,1080.649,585.650,870.433,609.890,1054.169,479.890,854.687,502.500,923.570,444.611
830.100,454.608,971.467,560.738,1022.863,551.659,958.150,714.945,955.723,513.726,1077.526,589.455,868.327,605.641,1054.282,480.168,855.443,502.277,923.557,445.540
828.570,456.556,971.277,561.365,1021.521,553.476,956.814,716.263,955.280,513.586,1076.704,590.548,869.993,608.427,1055.046,481.664,855.606,501.874,923.578,445.831
827.679,457.674,971.253,561.644,1021.634,553.422,956.260,716.819,955.200,512.288,1075.604,592.137,864.174,598.223,1054.796,478.845,855.998,500.886,923.589,445.809
826.616,459.191,970.753,562.614,1023.342,551.682,954.963,717.934,954.710,511.216,1074.885,593.235,867.258,603.272,1054.790,478.956,856.037,501.450,923.760,445.766
824.977,461.742,970.064,564.106,1023.112,552.215,954.365,718.378,954.469,509.398,1073.981,594.281,866.583,601.970,1055.270,479.579,856.099,502.245,923.722,446.255
823.695,464.261,970.549,563.799,1023.049,552.348,953.679,718.760,953.786,509.323,1073.474,594.912,866.093,600.999,1055.846,479.547,856.634,501.483,923.827,446.267
821.837,467.918,970.063,564.878,1022.902,552.546,953.059,719.332,953.337,508.359,1072.383,596.282,865.978,600.677,1055.736,479.276,856.287,503.007,924.404,444.721
820.393,470.735,969.884,565.283,1022.730,552.802,951.569,720.482,953.065,507.337,1071.645,597.333,865.219,599.485,1056.032,479.697,856.664,501.426,924.340,445.543
819.243,472.814,969.604,566.202,1022.368,553.265,951.194,720.858,952.991,505.274,1070.542,598.723,866.046,600.627,1056.428,480.001,856.356,503.105,924.239,445.962
